State,County,Year,Days with AQI,Good Days,Moderate Days,Unhealthy for Sensitive Groups Days,Unhealthy Days,Very Unhealthy Days,Hazardous Days,Max AQI,90th Percentile AQI,Median AQI,Days CO,Days NO2,Days Ozone,Days SO2,Days PM2.5,Days PM10
California,Tuolumne,1981,292,20,228,39,4,1,0,204,115,71,292,0,0,0,0,0
California,Ventura,1981,362,112,96,45,74,35,0,268,195,84,0,54,308,0,0,0
California,Yolo,1981,361,253,59,33,12,4,0,210,108,38,56,0,305,0,0,0
Colorado,Adams,1981,348,140,149,57,1,1,0,209,106,58,0,162,118,68,0,0
Colorado,Arapahoe,1981,356,224,103,24,5,0,0,177,97,46,32,67,257,0,0,0
Colorado,Boulder,1981,341,266,59,16,0,0,0,150,74,39,80,0,261,0,0,0
Colorado,Denver,1981,357,12,226,78,23,16,2,331,164,86,171,98,37,51,0,0
Colorado,El Paso,1981,365,227,125,13,0,0,0,133,77,47,118,149,98,0,0,0
Colorado,Jefferson,1981,351,195,128,23,4,1,0,202,97,48,128,0,223,0,0,0
Colorado,Larimer,1981,359,266,81,9,3,0,0,186,77,41,185,0,174,0,0,0
Colorado,Mesa,1981,297,252,45,0,0,0,0,90,58,19,233,0,0,64,0,0
Colorado,Pueblo,1981,322,322,0,0,0,0,0,49,26,14,322,0,0,0,0,0
Colorado,Weld,1981,291,199,72,18,2,0,0,173,93,44,94,0,197,0,0,0
Connecticut,Fairfield,1981,365,73,146,84,35,27,0,261,185,85,145,30,105,85,0,0
Connecticut,Hartford,1981,365,133,189,26,9,8,0,228,105,58,176,22,107,60,0,0
Connecticut,Middlesex,1981,236,155,45,10,10,16,0,248,156,41,0,0,236,0,0,0
Connecticut,New Haven,1981,365,137,151,46,23,8,0,230,126,59,9,45,121,190,0,0
Connecticut,New London,1981,137,53,39,14,20,11,0,260,182,67,0,0,137,0,0,0
Connecticut,Tolland,1981,164,91,43,12,13,5,0,218,159,48,0,0,164,0,0,0
Delaware,Kent,1981,322,288,30,2,2,0,0,200,56,9,0,0,45,277,0,0
Delaware,New Castle,1981,343,113,143,82,5,0,0,169,116,68,43,34,37,229,0,0
Delaware,Sussex,1981,248,224,17,7,0,0,0,130,43,0,0,0,0,248,0,0
District Of Columbia,District of Columbia,1981,365,51,254,46,13,1,0,201,119,69,110,108,64,83,0,0
Florida,Alachua,1981,61,61,0,0,0,0,0,36,29,14,0,0,0,61,0,0
Florida,Bay,1981,151,74,31,39,7,0,0,200,134,52,0,0,0,151,0,0
Florida,Brevard,1981,300,300,0,0,0,0,0,50,14,4,0,0,0,300,0,0
Florida,Broward,1981,365,221,127,16,1,0,0,161,87,44,216,0,149,0,0,0
Florida,Citrus,1981,364,285,48,28,3,0,0,178,94,14,0,0,0,364,0,0
Florida,Duval,1981,365,117,174,66,8,0,0,188,116,63,59,27,83,196,0,0
Florida,Escambia,1981,365,145,88,94,38,0,0,200,151,67,7,0,199,159,0,0
Florida,Gadsden,1981,148,99,25,21,3,0,0,186,113,23,0,0,0,148,0,0
Florida,Hillsborough,1981,365,62,169,111,23,0,0,200,139,84,22,35,71,237,0,0
Florida,Holmes,1981,150,150,0,0,0,0,0,34,10,0,0,0,0,150,0,0
Florida,Jackson,1981,149,112,24,12,1,0,0,159,100,14,0,0,0,149,0,0
Florida,Lee,1981,339,295,38,6,0,0,0,136,57,30,0,0,230,109,0,0
Florida,Leon,1981,341,252,70,17,2,0,0,154,87,41,0,0,341,0,0,0
Florida,Manatee,1981,330,323,7,0,0,0,0,87,41,25,0,0,330,0,0,0
Florida,Miami-Dade,1981,365,107,180,63,14,1,0,224,123,69,267,14,84,0,0,0
Florida,Nassau,1981,128,128,0,0,0,0,0,29,11,3,0,0,0,128,0,0
Florida,Orange,1981,356,172,159,24,1,0,0,172,93,52,50,97,194,15,0,0
Florida,Palm Beach,1981,365,305,52,8,0,0,0,129,63,37,12,76,273,4,0,0
Florida,Pinellas,1981,365,109,145,95,16,0,0,198,133,67,87,9,100,169,0,0
Florida,Seminole,1981,230,183,40,7,0,0,0,136,67,35,0,0,230,0,0,0
Florida,St. Johns,1981,70,70,0,0,0,0,0,36,19,6,0,0,0,70,0,0
Georgia,DeKalb,1981,361,275,58,17,8,3,0,209,90,34,85,0,276,0,0,0
Georgia,Fulton,1981,355,220,122,12,1,0,0,151,80,43,153,62,0,140,0,0
Georgia,Muscogee,1981,325,239,66,17,3,0,0,177,90,39,0,0,325,0,0,0
Georgia,Rockdale,1981,271,189,41,21,16,4,0,233,126,38,0,0,271,0,0,0
Hawaii,Honolulu,1981,357,324,33,0,0,0,0,80,50,28,273,4,80,0,0,0
Idaho,Ada,1981,345,172,156,17,0,0,0,147,90,51,284,0,0,61,0,0
Idaho,Bannock,1981,322,96,56,91,79,0,0,200,186,103,0,0,0,322,0,0
Idaho,Caribou,1981,332,111,90,98,33,0,0,200,148,69,0,0,0,332,0,0
Idaho,Shoshone,1981,361,55,70,133,103,0,0,200,200,116,0,0,0,361,0,0
Illinois,Adams,1981,284,177,69,33,5,0,0,173,111,43,0,0,168,116,0,0
Illinois,Champaign,1981,325,281,36,8,0,0,0,133,64,31,0,0,325,0,0,0
Illinois,Cook,1981,365,45,212,98,6,4,0,235,122,80,74,69,46,176,0,0
Illinois,Crawford,1981,359,218,94,43,4,0,0,163,106,40,0,0,63,296,0,0
Illinois,DuPage,1981,348,276,58,12,2,0,0,179,75,30,0,0,177,171,0,0
Illinois,Effingham,1981,57,56,1,0,0,0,0,71,40,25,0,0,57,0,0,0
Illinois,Kane,1981,352,305,39,5,3,0,0,182,58,29,0,0,245,107,0,0
Illinois,Kankakee,1981,147,139,6,2,0,0,0,129,49,28,0,0,147,0,0,0
Illinois,La Salle,1981,347,278,59,7,3,0,0,169,71,34,0,0,234,113,0,0
Illinois,Lake,1981,358,277,61,12,4,4,0,217,77,33,0,0,258,100,0,0
Illinois,Macon,1981,298,240,39,15,4,0,0,188,80,33,0,0,170,128,0,0
Illinois,Macoupin,1981,154,123,22,6,3,0,0,166,80,38,0,0,152,2,0,0
Illinois,Madison,1981,357,69,144,125,19,0,0,193,134,92,19,0,68,270,0,0
Illinois,Massac,1981,269,87,74,77,31,0,0,200,158,82,0,0,0,269,0,0
Illinois,McHenry,1981,324,281,31,9,2,1,0,213,67,30,0,0,324,0,0,0
Illinois,Monroe,1981,248,198,40,9,1,0,0,151,77,38,0,0,248,0,0,0
Illinois,Peoria,1981,362,224,113,23,2,0,0,169,87,44,94,0,160,108,0,0
Illinois,Rock Island,1981,359,254,93,12,0,0,0,150,76,40,118,0,152,89,0,0
Illinois,Saint Clair,1981,359,99,115,104,41,0,0,200,158,80,12,7,52,288,0,0
Illinois,Sangamon,1981,354,185,91,59,19,0,0,200,127,49,121,0,97,136,0,0
Illinois,Tazewell,1981,332,283,39,8,2,0,0,200,59,21,0,0,0,332,0,0
Illinois,Wabash,1981,342,166,84,77,15,0,0,200,130,52,0,0,0,342,0,0
Illinois,Will,1981,357,221,113,20,3,0,0,179,89,45,102,0,139,116,0,0
Illinois,Williamson,1981,342,259,65,17,1,0,0,157,74,37,0,0,194,148,0,0
Illinois,Winnebago,1981,359,234,115,10,0,0,0,147,74,44,183,0,157,19,0,0
Indiana,Allen,1981,363,284,45,24,9,1,0,207,100,31,0,0,363,0,0,0
Indiana,Clark,1981,354,117,169,52,13,3,0,205,122,65,0,94,121,139,0,0
Indiana,Daviess,1981,283,136,50,67,30,0,0,200,152,55,0,0,0,283,0,0
Indiana,Dearborn,1981,365,128,122,76,39,0,0,200,153,66,0,0,0,365,0,0
Indiana,Delaware,1981,299,242,49,8,0,0,0,120,67,24,0,0,0,299,0,0
Indiana,Floyd,1981,362,98,100,125,39,0,0,200,152,94,0,0,0,362,0,0
Indiana,Fountain,1981,277,187,39,38,13,0,0,182,121,31,0,0,0,277,0,0
Indiana,Gibson,1981,341,120,115,85,21,0,0,200,131,67,0,0,0,341,0,0
Indiana,Hancock,1981,310,238,36,27,9,0,0,197,105,32,0,0,310,0,0,0
Indiana,Howard,1981,304,273,28,3,0,0,0,107,51,19,0,0,0,304,0,0
Indiana,Jasper,1981,365,331,27,7,0,0,0,139,49,22,0,235,0,130,0,0
Indiana,Jefferson,1981,365,143,72,93,57,0,0,200,173,79,0,23,0,342,0,0
Indiana,Knox,1981,253,158,61,29,5,0,0,200,107,37,0,0,0,253,0,0
Indiana,Kosciusko,1981,288,226,44,15,2,1,0,202,93,32,0,0,288,0,0,0
Indiana,LaPorte,1981,365,153,145,62,5,0,0,176,111,56,0,0,0,365,0,0
Indiana,Lake,1981,365,72,134,129,28,2,0,236,147,90,10,0,57,298,0,0
Indiana,Marion,1981,365,24,139,155,43,4,0,226,156,103,19,18,78,250,0,0
Indiana,Morgan,1981,294,189,62,24,19,0,0,200,117,37,0,0,0,294,0,0
Indiana,Pike,1981,287,106,81,66,34,0,0,200,158,69,0,0,0,287,0,0
Indiana,Porter,1981,365,114,151,76,24,0,0,200,140,65,0,8,80,277,0,0
Indiana,Posey,1981,364,180,119,64,1,0,0,183,110,51,0,78,0,286,0,0
Indiana,Spencer,1981,365,96,139,118,12,0,0,185,127,75,0,10,0,355,0,0
Indiana,St. Joseph,1981,359,233,84,32,10,0,0,197,108,43,0,0,256,103,0,0
Indiana,Sullivan,1981,365,215,97,48,5,0,0,186,106,44,0,23,0,342,0,0
Indiana,Vanderburgh,1981,361,112,122,106,21,0,0,200,136,71,34,28,68,231,0,0
Indiana,Vermillion,1981,347,219,69,52,7,0,0,200,122,40,0,0,0,347,0,0
Indiana,Vigo,1981,365,99,127,107,32,0,0,200,143,82,0,5,0,360,0,0
Indiana,Warrick,1981,355,65,59,116,115,0,0,200,200,124,0,0,0,355,0,0
Indiana,Wayne,1981,340,146,53,98,43,0,0,200,160,67,0,0,0,340,0,0
Iowa,Black Hawk,1981,137,132,5,0,0,0,0,82,40,7,0,0,0,137,0,0
Iowa,Dubuque,1981,304,243,50,9,2,0,0,200,69,27,168,0,0,136,0,0
Iowa,Johnson,1981,158,126,22,8,2,0,0,169,80,6,0,0,158,0,0,0
Iowa,Linn,1981,364,149,130,82,3,0,0,169,115,62,25,0,102,237,0,0
Iowa,Madison,1981,254,240,14,0,0,0,0,90,48,34,0,0,254,0,0,0
Iowa,Muscatine,1981,313,268,30,15,0,0,0,149,70,1,0,0,0,313,0,0
Iowa,Polk,1981,364,188,167,9,0,0,0,125,85,50,324,0,29,11,0,0
Iowa,Scott,1981,208,198,10,0,0,0,0,97,45,28,0,0,208,0,0,0
Iowa,Story,1981,271,198,34,32,7,0,0,200,110,17,0,0,0,271,0,0
Iowa,Woodbury,1981,120,74,25,21,0,0,0,138,112,36,6,36,0,78,0,0
Kansas,Johnson,1981,90,83,6,1,0,0,0,105,47,34,28,0,62,0,0,0
Kansas,Sedgwick,1981,365,270,79,14,2,0,0,186,81,41,138,0,227,0,0,0
Kansas,Wyandotte,1981,365,106,105,106,48,0,0,200,161,85,31,6,65,263,0,0
Kentucky,Boone,1981,365,189,92,64,20,0,0,200,126,49,0,25,182,158,0,0
Kentucky,Boyd,1981,364,228,96,32,8,0,0,200,101,44,94,30,127,113,0,0
Kentucky,Bullitt,1981,19,19,0,0,0,0,0,45,43,31,0,16,3,0,0,0
Kentucky,Calloway,1981,215,138,58,16,3,0,0,179,100,46,0,0,215,0,0,0
Kentucky,Campbell,1981,365,197,109,52,7,0,0,200,114,49,0,130,105,130,0,0
Kentucky,Carroll,1981,364,240,50,58,16,0,0,200,125,33,0,0,0,364,0,0
Kentucky,Clark,1981,205,156,44,3,2,0,0,166,80,39,0,0,205,0,0,0
Kentucky,Clay,1981,144,111,31,2,0,0,0,105,74,41,0,0,144,0,0,0
Kentucky,Daviess,1981,353,250,71,30,2,0,0,182,95,37,3,43,215,92,0,0
Kentucky,Fayette,1981,364,233,110,19,2,0,0,185,84,45,46,76,158,84,0,0
Kentucky,Floyd,1981,120,92,26,2,0,0,0,122,77,37,0,0,120,0,0,0
Kentucky,Fulton,1981,177,129,35,11,2,0,0,166,93,44,0,0,177,0,0,0
Kentucky,Greenup,1981,166,120,23,11,12,0,0,174,129,41,0,0,166,0,0,0
Kentucky,Hancock,1981,360,214,108,35,3,0,0,169,101,44,5,0,153,202,0,0
Kentucky,Hardin,1981,192,139,47,6,0,0,0,122,71,44,0,0,192,0,0,0
Kentucky,Henderson,1981,365,159,131,53,20,2,0,203,127,56,8,93,56,208,0,0
Kentucky,Henry,1981,183,124,46,13,0,0,0,136,90,44,0,0,183,0,0,0
Kentucky,Hopkins,1981,140,87,34,18,1,0,0,169,114,44,0,0,140,0,0,0
Kentucky,Jefferson,1981,365,25,117,180,38,5,0,222,153,107,37,29,39,260,0,0
Kentucky,Kenton,1981,363,279,51,22,11,0,0,179,84,39,138,0,225,0,0,0
Kentucky,Livingston,1981,222,154,38,24,6,0,0,185,112,40,0,0,222,0,0,0
Kentucky,Logan,1981,135,113,21,1,0,0,0,101,64,38,0,0,135,0,0,0
Kentucky,McCracken,1981,365,92,133,114,26,0,0,200,140,79,18,9,86,252,0,0
Kentucky,Mercer,1981,182,110,58,12,2,0,0,187,93,47,0,0,182,0,0,0
Kentucky,Metcalfe,1981,152,126,23,3,0,0,0,122,61,39,0,0,152,0,0,0
Kentucky,Muhlenberg,1981,362,109,88,93,72,0,0,200,195,89,0,16,77,269,0,0
Kentucky,Ohio,1981,356,114,106,88,48,0,0,200,158,76,0,1,35,320,0,0
Kentucky,Oldham,1981,169,165,3,1,0,0,0,105,30,12,0,0,169,0,0,0
Kentucky,Pendleton,1981,174,129,40,5,0,0,0,126,77,38,0,0,174,0,0,0
Kentucky,Pulaski,1981,195,126,59,7,3,0,0,161,90,46,0,0,195,0,0,0
Kentucky,Trigg,1981,259,235,18,5,1,0,0,154,49,29,0,0,64,195,0,0
Kentucky,Trimble,1981,365,241,73,38,13,0,0,200,113,34,0,47,0,318,0,0
Louisiana,Bossier,1981,333,220,72,35,6,0,0,182,108,42,0,0,325,8,0,0
Louisiana,Caddo,1981,288,188,62,28,9,1,0,201,108,44,0,0,288,0,0,0
Louisiana,Calcasieu,1981,330,233,64,27,6,0,0,190,101,39,0,0,301,29,0,0
Louisiana,East Baton Rouge,1981,365,192,102,39,22,10,0,229,133,49,0,0,286,79,0,0
Louisiana,Grant,1981,107,75,28,4,0,0,0,140,77,39,0,0,107,0,0,0
Louisiana,Iberville,1981,340,277,42,17,3,1,0,213,80,35,0,0,340,0,0,0
Louisiana,Orleans,1981,364,250,96,17,1,0,0,154,78,42,98,56,210,0,0,0
Louisiana,Ouachita,1981,229,153,45,24,7,0,0,169,115,40,0,0,201,28,0,0
Louisiana,St. Bernard,1981,280,223,46,9,2,0,0,174,71,35,0,0,244,36,0,0
Louisiana,St. Charles,1981,272,189,50,29,4,0,0,183,103,30,0,118,0,154,0,0
Louisiana,St. John the Baptist,1981,351,274,57,15,5,0,0,187,80,34,0,0,298,53,0,0
Maine,Androscoggin,1981,319,221,76,21,1,0,0,177,85,36,0,0,0,319,0,0
Maine,Aroostook,1981,365,120,73,130,42,0,0,200,156,95,0,0,42,323,0,0
Maine,Cumberland,1981,365,195,142,20,5,3,0,212,95,50,0,0,122,243,0,0
Maine,Franklin,1981,318,273,39,6,0,0,0,142,59,20,0,0,0,318,0,0
Maine,Kennebec,1981,159,133,19,2,5,0,0,195,71,37,0,0,159,0,0,0
Maine,Knox,1981,365,312,45,8,0,0,0,150,61,21,0,0,0,365,0,0
Maine,Oxford,1981,365,159,149,55,2,0,0,173,105,56,0,3,0,362,0,0
Maine,Penobscot,1981,365,76,117,139,33,0,0,200,145,96,32,0,19,314,0,0
Maine,Somerset,1981,17,17,0,0,0,0,0,26,16,7,0,0,0,17,0,0
Maine,Washington,1981,272,216,23,23,10,0,0,197,106,7,0,0,0,272,0,0
Maryland,Allegany,1981,339,179,123,36,1,0,0,168,102,49,4,0,78,257,0,0
Maryland,Anne Arundel,1981,362,120,161,49,24,8,0,253,140,64,0,76,136,150,0,0
Maryland,Baltimore,1981,363,169,110,54,22,8,0,225,136,52,0,119,150,94,0,0
Maryland,Baltimore (City),1981,365,54,228,71,10,2,0,205,116,76,147,57,28,133,0,0
Maryland,Frederick,1981,292,235,37,14,4,2,0,216,90,30,0,0,292,0,0,0
Maryland,Harford,1981,324,263,31,17,9,4,0,218,97,27,0,0,324,0,0,0
Maryland,Howard,1981,300,238,35,15,10,2,0,209,97,32,0,0,300,0,0,0
Maryland,Montgomery,1981,346,245,61,27,10,3,0,207,108,39,0,83,263,0,0,0
Maryland,Prince George's,1981,359,164,132,42,14,7,0,224,129,54,45,76,138,100,0,0
Maryland,Washington,1981,107,102,4,0,1,0,0,154,44,20,0,0,107,0,0,0
Massachusetts,Berkshire,1981,336,281,44,8,3,0,0,185,64,29,0,0,86,250,0,0
Massachusetts,Bristol,1981,334,180,105,32,15,2,0,206,113,49,0,0,155,179,0,0
Massachusetts,Essex,1981,358,247,89,16,5,1,0,201,86,41,0,0,172,186,0,0
Massachusetts,Franklin,1981,5,4,1,0,0,0,0,55,55,23,0,0,0,5,0,0
Massachusetts,Hampden,1981,365,119,154,79,8,5,0,219,116,68,6,80,103,176,0,0
Massachusetts,Hampshire,1981,163,114,32,9,4,4,0,215,108,39,0,0,163,0,0,0
Massachusetts,Middlesex,1981,365,189,137,34,5,0,0,182,102,50,12,85,71,197,0,0
Massachusetts,Norfolk,1981,326,261,45,15,5,0,0,177,80,33,0,0,171,155,0,0
Massachusetts,Suffolk,1981,365,27,260,78,0,0,0,145,112,76,70,80,9,206,0,0
Massachusetts,Worcester,1981,365,200,121,29,11,4,0,210,107,47,3,72,172,118,0,0
Michigan,Bay,1981,283,213,40,24,6,0,0,182,104,39,0,0,226,57,0,0
Michigan,Branch,1981,301,218,41,37,5,0,0,156,111,13,0,0,0,301,0,0
Michigan,Calhoun,1981,365,365,0,0,0,0,0,43,13,0,0,0,0,365,0,0
Michigan,Cass,1981,49,46,3,0,0,0,0,74,46,30,0,0,49,0,0,0
Michigan,Charlevoix,1981,362,358,3,0,1,0,0,161,0,0,0,0,0,362,0,0
Michigan,Clinton,1981,271,235,27,9,0,0,0,133,61,31,0,0,271,0,0,0
Michigan,Eaton,1981,340,320,20,0,0,0,0,92,43,13,0,0,0,340,0,0
Michigan,Genesee,1981,365,241,103,17,4,0,0,164,84,43,0,0,180,185,0,0
Michigan,Gratiot,1981,247,203,12,27,5,0,0,161,111,13,0,0,0,247,0,0
Michigan,Ingham,1981,365,90,162,106,7,0,0,165,125,72,0,16,49,300,0,0
Michigan,Kent,1981,358,285,49,19,4,1,0,202,84,36,36,0,258,64,0,0
Michigan,Macomb,1981,365,227,92,33,11,2,0,213,105,41,16,20,197,132,0,0
Michigan,Marquette,1981,354,329,21,4,0,0,0,147,47,32,0,0,277,77,0,0
Michigan,Mason,1981,279,276,3,0,0,0,0,57,20,13,0,0,0,279,0,0
Michigan,Monroe,1981,365,145,147,65,8,0,0,200,116,56,0,0,0,365,0,0
Michigan,Muskegon,1981,313,184,101,21,6,1,0,219,92,43,31,0,82,200,0,0
Michigan,Oakland,1981,363,174,138,41,10,0,0,185,105,53,24,139,114,86,0,0
Michigan,Ontonagon,1981,365,195,75,61,34,0,0,200,148,43,0,0,0,365,0,0
Michigan,Ottawa,1981,365,196,103,64,2,0,0,173,111,43,0,0,0,365,0,0
Michigan,Saginaw,1981,365,318,43,4,0,0,0,119,58,29,217,0,56,92,0,0
Michigan,St. Clair,1981,365,100,123,113,26,3,0,214,144,82,0,16,58,291,0,0
Michigan,Washtenaw,1981,348,289,42,16,1,0,0,169,70,31,0,0,183,165,0,0
Michigan,Wayne,1981,365,46,141,156,19,3,0,216,137,100,16,33,44,272,0,0
Minnesota,Anoka,1981,228,198,21,8,1,0,0,174,61,35,0,0,228,0,0,0
Minnesota,Blue Earth,1981,216,209,7,0,0,0,0,77,42,23,0,0,216,0,0,0
Minnesota,Dakota,1981,357,228,52,36,41,0,0,200,157,37,0,0,162,195,0,0
Minnesota,Hennepin,1981,360,170,174,14,2,0,0,170,84,51,194,119,0,47,0,0
Minnesota,Lake,1981,151,146,5,0,0,0,0,93,44,31,0,0,151,0,0,0
Minnesota,Olmsted,1981,364,139,183,39,3,0,0,165,108,56,233,0,51,80,0,0
Minnesota,Ramsey,1981,364,192,144,24,4,0,0,190,95,49,152,61,80,71,0,0
Minnesota,Saint Louis,1981,362,218,137,7,0,0,0,150,77,44,303,0,25,34,0,0
Minnesota,Sherburne,1981,347,271,71,3,0,2,0,208,66,37,228,0,119,0,0,0
Minnesota,Stearns,1981,336,335,1,0,0,0,0,81,11,4,0,0,0,336,0,0
Minnesota,Washington,1981,302,214,57,30,1,0,0,169,101,35,0,0,120,182,0,0
Mississippi,DeSoto,1981,311,226,59,25,1,0,0,156,90,40,0,0,311,0,0,0
Mississippi,Harrison,1981,297,276,16,5,0,0,0,127,40,6,0,0,0,297,0,0
Mississippi,Hinds,1981,357,258,77,16,6,0,0,159,80,42,65,44,248,0,0,0
Mississippi,Jackson,1981,324,315,7,2,0,0,0,106,27,9,0,0,0,324,0,0
Mississippi,Lauderdale,1981,120,120,0,0,0,0,0,24,13,6,0,0,0,120,0,0
Mississippi,Madison,1981,249,178,58,13,0,0,0,147,84,43,0,0,249,0,0,0
Mississippi,Warren,1981,32,31,1,0,0,0,0,56,27,6,0,0,0,32,0,0
Missouri,Clay,1981,365,156,143,53,12,1,0,201,112,55,99,1,146,119,0,0
Missouri,Greene,1981,356,210,75,58,13,0,0,200,121,43,0,0,140,216,0,0
Missouri,Iron,1981,331,273,20,23,15,0,0,200,112,0,0,0,0,331,0,0
Missouri,Jackson,1981,357,179,74,66,36,2,0,248,157,50,71,0,0,286,0,0
Missouri,Jefferson,1981,216,97,77,36,5,1,0,238,115,52,0,31,85,100,0,0
Missouri,Madison,1981,327,288,32,4,3,0,0,192,54,35,0,0,327,0,0,0
Missouri,Platte,1981,365,238,91,29,7,0,0,179,100,39,0,19,191,155,0,0
Missouri,Saint Charles,1981,359,157,121,65,14,2,0,223,121,56,0,0,154,205,0,0
Missouri,Saint Louis,1981,363,77,174,96,13,3,0,230,129,74,16,83,83,181,0,0
Montana,Cascade,1981,352,317,33,0,1,1,0,230,50,41,87,2,262,1,0,0
Montana,Daniels,1981,242,238,1,0,3,0,0,200,14,6,0,0,0,242,0,0
Montana,Deer Lodge,1981,120,119,0,1,0,0,0,110,13,3,0,0,0,120,0,0
Montana,Lewis and Clark,1981,142,88,27,18,7,2,0,292,127,39,0,0,0,142,0,0
Montana,Missoula,1981,354,207,135,8,4,0,0,171,77,45,354,0,0,0,0,0
Montana,Rosebud,1981,355,349,5,1,0,0,0,112,42,29,0,101,229,25,0,0
Montana,Silver Bow,1981,99,60,32,7,0,0,0,110,88,43,0,80,19,0,0,0
Montana,Yellowstone,1981,321,101,95,81,44,0,0,200,164,75,21,0,0,300,0,0
Nebraska,Dakota,1981,120,112,8,0,0,0,0,96,43,6,21,52,0,47,0,0
Nebraska,Douglas,1981,365,280,81,4,0,0,0,131,71,39,133,0,222,10,0,0
Nebraska,Lancaster,1981,365,306,44,7,3,5,0,267,64,32,195,0,170,0,0,0
Nevada,Carson City,1981,235,225,10,0,0,0,0,66,45,34,92,0,143,0,0,0
Nevada,Clark,1981,365,57,164,124,13,7,0,238,128,91,109,149,107,0,0,0
Nevada,Douglas,1981,259,221,38,0,0,0,0,100,55,39,150,0,109,0,0,0
Nevada,Washoe,1981,360,94,190,72,4,0,0,186,108,77,96,165,99,0,0,0
New Hampshire,Cheshire,1981,325,233,67,23,2,0,0,185,89,36,56,0,44,225,0,0
New Hampshire,Coos,1981,365,77,137,127,24,0,0,184,141,90,0,0,22,343,0,0
New Hampshire,Hillsborough,1981,365,67,230,55,10,3,0,207,118,68,240,0,34,91,0,0
New Hampshire,Merrimack,1981,267,150,54,46,17,0,0,200,128,41,0,0,0,267,0,0
New Hampshire,Rockingham,1981,364,296,50,12,5,1,0,203,71,32,0,0,192,172,0,0
New Jersey,Atlantic,1981,362,174,123,39,14,12,0,268,136,51,132,0,171,59,0,0
New Jersey,Bergen,1981,363,196,129,30,7,1,0,207,101,49,22,169,79,93,0,0
New Jersey,Burlington,1981,363,159,151,37,12,4,0,225,112,54,28,29,121,185,0,0
New Jersey,Camden,1981,364,105,157,76,17,9,0,235,143,70,12,50,118,184,0,0
New Jersey,Cape May,1981,325,220,48,35,15,7,0,230,126,40,0,0,289,36,0,0
New Jersey,Essex,1981,360,135,169,46,8,2,0,216,106,60,12,227,39,82,0,0
New Jersey,Gloucester,1981,10,6,4,0,0,0,0,67,67,49,0,0,0,10,0,0
New Jersey,Hudson,1981,361,84,213,47,14,3,0,253,113,69,94,56,64,147,0,0
New Jersey,Hunterdon,1981,350,230,66,28,23,3,0,210,129,42,0,65,221,64,0,0
New Jersey,Mercer,1981,353,235,69,31,14,4,0,229,108,38,32,0,187,134,0,0
New Jersey,Middlesex,1981,362,126,138,85,12,1,0,209,122,64,62,19,85,196,0,0
New Jersey,Monmouth,1981,360,242,112,6,0,0,0,118,70,42,302,0,0,58,0,0
New Jersey,Morris,1981,360,100,192,38,26,4,0,214,136,65,222,0,112,26,0,0
New Jersey,Ocean,1981,347,291,55,1,0,0,0,108,54,33,284,0,0,63,0,0
New Jersey,Passaic,1981,85,47,27,11,0,0,0,118,101,47,2,0,0,83,0,0
New Jersey,Salem,1981,313,235,63,15,0,0,0,146,77,29,11,0,0,302,0,0
New Jersey,Somerset,1981,362,224,100,36,0,2,0,219,101,43,131,0,80,151,0,0
New Jersey,Union,1981,360,124,127,92,14,3,0,210,126,66,6,51,91,212,0,0
New Jersey,Warren,1981,85,44,41,0,0,0,0,99,85,50,3,65,0,17,0,0
New Mexico,Bernalillo,1981,365,133,158,26,23,25,0,248,166,61,123,54,188,0,0,0
New Mexico,Dona Ana,1981,365,89,100,104,72,0,0,200,178,94,35,0,89,241,0,0
New Mexico,Grant,1981,362,197,75,69,21,0,0,200,130,43,0,0,0,362,0,0
New Mexico,Hidalgo,1981,328,204,67,39,18,0,0,200,121,29,0,0,0,328,0,0
New Mexico,San Juan,1981,364,163,117,75,9,0,0,200,116,56,92,0,0,272,0,0
New Mexico,Sandoval,1981,278,182,94,2,0,0,0,101,71,46,0,0,278,0,0,0
New Mexico,Santa Fe,1981,355,347,8,0,0,0,0,75,41,20,355,0,0,0,0,0
New York,Albany,1981,228,90,91,45,2,0,0,154,112,62,0,0,0,228,0,0
New York,Bronx,1981,306,167,100,39,0,0,0,133,104,47,6,18,0,282,0,0
New York,Broome,1981,358,217,105,32,4,0,0,161,101,45,11,0,144,203,0,0
New York,Chautauqua,1981,317,141,76,74,26,0,0,200,141,61,0,0,0,317,0,0
New York,Chemung,1981,360,289,58,11,2,0,0,161,77,33,25,0,201,134,0,0
New York,Dutchess,1981,364,241,82,38,3,0,0,187,103,37,33,0,125,206,0,0
New York,Erie,1981,365,34,140,148,43,0,0,200,156,103,5,12,45,303,0,0
New York,Essex,1981,305,234,52,14,5,0,0,179,84,36,0,0,305,0,0,0
New York,Kings,1981,364,85,192,68,9,10,0,230,116,69,0,114,55,195,0,0
New York,Monroe,1981,365,36,123,179,25,2,0,213,141,106,11,0,34,320,0,0
New York,Nassau,1981,365,170,162,30,3,0,0,200,99,51,19,181,32,133,0,0
New York,New York,1981,363,11,206,131,14,1,0,214,129,93,190,0,19,154,0,0
New York,Niagara,1981,365,75,165,108,17,0,0,200,126,81,4,0,66,295,0,0
New York,Oneida,1981,364,261,85,14,4,0,0,190,80,37,5,0,231,128,0,0
New York,Onondaga,1981,364,159,134,65,5,1,0,201,116,58,12,0,137,215,0,0
New York,Queens,1981,362,194,117,35,13,3,0,237,111,49,16,0,128,218,0,0
